Pavadinimas,Metai,Kėbulo tipas,Kaina,Kuras,Pavarų dėžė,Variklis,Rida,Miestas,Nuoroda
BMW 520,2011-12,Universalas,7 099 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",299 000 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-29800177.html
BMW 520,2011-07,Universalas,7 999 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",300 000 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-30022427.html
BMW 520,2012,Universalas,7 950 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",304 000 km,Šiauliai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2012-dyzelinas-29975299.html
BMW 520,2011,Universalas,7 200 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",306 000 km,Panevėžys,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-29890788.html
BMW 520,2015-06,Universalas,7 199 €,Dyzelinas,Mechaninė,"2.0 l., 140 kW",308 600 km,Prienai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2015-dyzelinas-29675947.html
BMW 520,2014-03,Sedanas,7 900 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",310 123 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2014-dyzelinas-29964191.html
BMW 520,2016-07,Universalas,7 600 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",312 199 km,Šiauliai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2016-dyzelinas-29517190.html
BMW 520,2011-02,Universalas,7 900 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",320 000 km,Jurbarkas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-29991191.html
BMW 520,2013-03,Universalas,7 200 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",322 624 km,Varėna,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-29769745.html
BMW 520,2012-12,Universalas,7 150 €,Dyzelinas,Automatinė,"2.0 l., 160 kW",324 492 km,Marijampolė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2012-dyzelinas-29962487.html
BMW 520,2014-03,Universalas,7 800 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",333 400 km,Vilkaviškis,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2014-dyzelinas-29895174.html
BMW 520,2012-03,Sedanas,7 400 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",335 000 km,Varėna,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2012-dyzelinas-29909597.html
BMW 520,2010-12,Universalas,7 100 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",344 568 km,Šiauliai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2010-dyzelinas-29840150.html
BMW 520,2012,Universalas,7 900 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",345 122 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2012-dyzelinas-29835176.html
BMW 520,2011,Universalas,7 100 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",353 000 km,Klaipėda,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-29874842.html
BMW 520,2013-05,Universalas,7 650 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",358 000 km,Marijampolė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-29335920.html
BMW 520,2010-09,Universalas,7 600 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",363 470 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2010-dyzelinas-29553379.html
BMW 520,2010-11,Universalas,7 399 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",372 500 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2010-dyzelinas-29311446.html
BMW 520,2012-10,Universalas,7 550 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",375 000 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2012-dyzelinas-29865000.html
BMW 520,2011-03,Universalas,7 100 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-30010013.html
BMW 520,2013-10,Sedanas,8 900 €,Dyzelinas,Mechaninė,"2.0 l., 135 kW",146 009 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2013-dyzelinas-29721223.html
BMW 520,2010-10,Universalas,8 150 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",180 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2010-dyzelinas-29495278.html
BMW 520,2010-12,Sedanas,8 500 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",200 000 km,Panevėžys,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2010-dyzelinas-29961231.html
BMW 520,2013-12,Universalas,8 500 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",221 400 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-29866228.html
BMW 520,2013-10,Universalas,8 750 €,Dyzelinas,Mechaninė,"2.0 l., 120 kW",230 000 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-29747475.html
BMW 520,2011-02,Universalas,8 800 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",230 015 km,Radviliškis,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-29919723.html
BMW 520,2012,Sedanas,8 800 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",245 500 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2012-dyzelinas-28325542.html
BMW 520,2012-10,Universalas,8 700 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",247 000 km,Raseiniai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2012-dyzelinas-28013769.html
BMW 520,2013-03,Universalas,8 650 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",253 000 km,Šiauliai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-29383298.html
BMW 520,2012-10,Sedanas,8 850 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",259 000 km,Klaipėda,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2012-dyzelinas-29196611.html
BMW 520,2011-08,Universalas,8 000 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",260 000 km,Marijampolė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-30040895.html
BMW 520,2013-06,Universalas,8 999 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",261 000 km,Kėdainiai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-29974647.html
BMW 520,2014-03,Sedanas,8 999 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",267 000 km,Ariogala,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2014-dyzelinas-29823543.html
BMW 520,2013,Universalas,8 199 €,Dyzelinas,Automatinė,135 kW,267 000 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-universalas-2013-dyzelinas-29988123.html
BMW 520,2014-07,Universalas,8 950 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",282 000 km,Šiauliai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2014-dyzelinas-29983821.html
BMW 520,2011-02,Universalas,8 250 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",283 700 km,Marijampolė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-29688639.html
BMW 520,2012-11,Sedanas,8 650 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",287 500 km,Trakai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2012-dyzelinas-29978151.html
BMW 520,2011-12,Universalas,8 900 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",293 100 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-29830942.html
BMW 520,2010-10,Universalas,8 500 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",295 157 km,Raseiniai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2010-dyzelinas-30033459.html
BMW 520,2013-12,Universalas,8 999 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",300 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-29712383.html
BMW 520,2013-10,Sedanas,8 850 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",300 000 km,Kaišiadorys,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2013-dyzelinas-29731269.html
BMW 520,2011-07,Universalas,8 000 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",300 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-27047495.html
BMW 520,2012-06,Sedanas,8 500 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",300 321 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2012-dyzelinas-29923905.html
BMW 520,2012-12,Universalas,8 000 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",300 989 km,Šiauliai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2012-dyzelinas-29555747.html
BMW 520,2015-06,Universalas,8 600 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",306 000 km,Tauragė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2015-dyzelinas-28778653.html
BMW 520,2010-10,Universalas,8 500 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",309 563 km,Alytus,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2010-dyzelinas-29881456.html
BMW 520,2011-11,Universalas,8 550 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",312 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-29794303.html
BMW 520,2014-04,Universalas,8 950 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",320 000 km,Kretinga,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2014-dyzelinas-29885636.html
BMW 520,2014,Universalas,8 780 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",321 439 km,Druskininkai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2014-dyzelinas-29992629.html
BMW 520,2011-01,Universalas,8 100 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",323 000 km,Mažeikiai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-29897542.html
BMW 520,2013-10,Universalas,8 800 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",327 000 km,Marijampolė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-29974105.html
BMW 520,2013,Universalas,8 480 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",339 465 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-28251294.html
BMW 520,2011-04,Universalas,8 999 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",353 123 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-29598757.html
BMW 520,2013,Universalas,8 000 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",355 461 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-29997407.html
BMW 520,2011-05,Universalas,8 200 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",360 674 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-29986289.html
BMW 520,2015-03,Universalas,8 555 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",368 500 km,Utena,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2015-dyzelinas-29428030.html
BMW 520,2010-04,Sedanas,8 999 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",370 000 km,Jonava,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2010-dyzelinas-30003099.html
BMW 520,2011,Universalas,8 700 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",379 000 km,Radviliškis,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-30021099.html
BMW 520,2012-07,Sedanas,8 700 €,Dyzelinas,Mechaninė,"2.0 l., 120 kW",384 881 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2012-dyzelinas-29559783.html
BMW 520,2013-06,Universalas,8 999 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",385 000 km,Jurbarkas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-29604041.html
BMW 520,2012-06,Sedanas,9 700 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",167 000 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2012-dyzelinas-27233731.html
BMW 520,2013-08,Sedanas,9 500 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",180 000 km,Marijampolė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2013-dyzelinas-29886314.html
BMW 520,2014-12,Universalas,9 450 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",182 748 km,Marijampolė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2014-dyzelinas-30037661.html
BMW 520,2014-05,Universalas,9 200 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",183 500 km,Vilkaviškis,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2014-dyzelinas-29987325.html
BMW 520,2011-05,Universalas,9 150 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",200 000 km,Telšiai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-27489657.html
BMW 520,2016-07,Universalas,9 900 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",221 500 km,Kelmė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2016-dyzelinas-30029747.html
BMW 520,2015-04,Universalas,9 600 €,Dyzelinas,Automatinė,140 kW,228 570 km,Utena,https://autoplius.lt/skelbimai/bmw-520-universalas-2015-dyzelinas-30038613.html
BMW 520,2015-03,Universalas,9 750 €,Dyzelinas,Automatinė,"2.0 l., 100 kW",240 000 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2015-dyzelinas-29805721.html
BMW 520,2010-11,Sedanas,9 950 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",240 336 km,Šiauliai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2010-dyzelinas-29865754.html
BMW 520,2014-01,Sedanas,9 000 €,Benzinas,Automatinė,"2.0 l., 135 kW",252 750 km,Marijampolė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2014-benzinas-29910509.html
BMW 520,2013-12,Universalas,9 990 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",254 000 km,Anykščiai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-29939087.html
BMW 520,2015-09,Universalas,9 750 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",255 000 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2015-dyzelinas-29962993.html
BMW 520,2014-02,Universalas,9 400 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",257 000 km,Panevėžys,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2014-dyzelinas-29661603.html
BMW 520,2011-04,Universalas,9 250 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",260 000 km,Telšiai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-30004349.html
BMW 520,2014-04,Universalas,9 200 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",265 000 km,Utena,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2014-dyzelinas-30038945.html
BMW 520,2014-10,Universalas,9 499 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",267 292 km,Marijampolė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2014-dyzelinas-29899490.html
BMW 520,2015-01,Universalas,9 250 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",270 400 km,Marijampolė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2015-dyzelinas-29943435.html
BMW 520,2012-02,Universalas,9 999 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",271 000 km,Šiauliai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2012-dyzelinas-29974203.html
BMW 520,2011-03,Sedanas,9 498 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",282 000 km,Marijampolė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2011-dyzelinas-29910499.html
BMW 520,2013-09,Universalas,9 900 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",285 293 km,Šiauliai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-29307734.html
BMW 520,2014-01,Sedanas,9 999 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",289 000 km,Marijampolė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2014-dyzelinas-29924747.html
BMW 520,2013,Universalas,9 500 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",295 852 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-29945645.html
BMW 520,2014-10,Sedanas,9 150 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",300 000 km,Panevėžys,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2014-dyzelinas-29968089.html
BMW 520,2015-11,Universalas,9 100 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",300 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2015-dyzelinas-30026991.html
BMW 520,2014-02,Universalas,9 850 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",300 000 km,Marijampolė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2014-dyzelinas-29993857.html
BMW 520,2013-12,Universalas,9 590 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",309 000 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-29742943.html
BMW 520,2015-06,Sedanas,9 700 €,Dyzelinas,Automatinė,"2.0 l., 160 kW",310 000 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2015-dyzelinas-29997205.html
BMW 520,2013-07,Universalas,9 800 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",325 900 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-29459176.html
BMW 520,2011,Universalas,9 200 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",327 608 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-28959409.html
BMW 520,2013,Universalas,9 000 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",342 600 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-29527724.html
BMW 520,2012-10,Sedanas,9 100 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",354 326 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2012-dyzelinas-29688417.html
BMW 520,2011,Universalas,9 100 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",363 000 km,Alytus,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-29570405.html
BMW 520,2014,Sedanas,9 200 €,Dyzelinas,Automatinė,"2.0 l., 147 kW",439 444 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2014-dyzelinas-29977849.html
BMW 520,2011-05,Sedanas,10 150 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",180 523 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2011-dyzelinas-29839834.html
BMW 520,2014-09,Universalas,10 499 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",215 454 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2014-dyzelinas-28995141.html
BMW 520,2014-06,Sedanas,10 900 €,Dyzelinas,Automatinė,"2.0 l., 105 kW",232 353 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2014-dyzelinas-29687941.html
BMW 520,2011-12,Universalas,10 500 €,Dyzelinas,Automatinė,"2.0 l., 120 kW",232 580 km,Jurbarkas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-29925533.html
BMW 520,2011-07,Sedanas,10 300 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",235 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2011-dyzelinas-30029661.html
BMW 520,2014-07,Universalas,10 900 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",243 000 km,Vilkaviškis,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2014-dyzelinas-30034913.html
BMW 520,2014-12,Universalas,10 500 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",245 737 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2014-dyzelinas-29944673.html
BMW 520,2015-06,Universalas,10 790 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",254 556 km,Marijampolė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2015-dyzelinas-29335880.html
BMW 520,2012-06,Universalas,10 650 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",269 118 km,Šiauliai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2012-dyzelinas-29972591.html
BMW 520,2015-07,Universalas,10 200 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",286 574 km,Šiauliai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2015-dyzelinas-29223128.html
BMW 520,2014-11,Universalas,10 850 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",289 747 km,Marijampolė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2014-dyzelinas-29809989.html
BMW 520,2013-01,Sedanas,10 700 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",293 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2013-dyzelinas-29598479.html
BMW 520,2014-04,Sedanas,10 499 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",298 344 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2014-dyzelinas-29880748.html
BMW 520,2013-05,Sedanas,10 999 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",298 900 km,Klaipėda,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2013-dyzelinas-29886198.html
BMW 520,2012,Sedanas,10 300 €,Dyzelinas,Automatinė,"2.0 l., 160 kW",300 000 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2012-dyzelinas-29684291.html
BMW 520,2016-01,Universalas,10 900 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",302 000 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2016-dyzelinas-30001937.html
BMW 520,2015,Universalas,10 990 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",302 803 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2015-dyzelinas-29983157.html
BMW 520,2016,Universalas,10 900 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",314 296 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2016-dyzelinas-29937889.html
BMW 520,2014-03,Universalas,10 500 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",320 000 km,Panevėžys,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2014-dyzelinas-29966601.html
BMW 520,2013-12,Universalas,10 999 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",320 154 km,Marijampolė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-28418872.html
BMW 520,2010-12,Sedanas,10 800 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",324 000 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2010-dyzelinas-29880682.html
BMW 520,2010-10,Sedanas,10 500 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",330 000 km,Klaipėda,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2010-dyzelinas-29959269.html
BMW 520,2016-04,Sedanas,10 999 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",360 000 km,Klaipėda,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2016-dyzelinas-29563675.html
BMW 520,2013-08,Sedanas,11 900 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",166 000 km,Radviliškis,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2013-dyzelinas-29694397.html
BMW 520,2014-11,Universalas,11 900 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",227 000 km,Marijampolė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2014-dyzelinas-29872504.html
BMW 520,2014-12,Universalas,11 300 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",267 130 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2014-dyzelinas-29005217.html
BMW 520,2015-07,Universalas,11 500 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",269 000 km,Vilkaviškis,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2015-dyzelinas-29806649.html
BMW 520,2015-11,Universalas,11 150 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",277 357 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2015-dyzelinas-29957195.html
BMW 520,2015-10,Universalas,11 999 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",279 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2015-dyzelinas-30017737.html
BMW 520,2014,Universalas,11 200 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",279 299 km,Šiauliai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2014-dyzelinas-30029679.html
BMW 520,2014-01,Universalas,11 300 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",283 625 km,Marijampolė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2014-dyzelinas-30029205.html
BMW 520,2015-11,Universalas,11 300 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",285 000 km,Elektrėnai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2015-dyzelinas-29973785.html
BMW 520,2014-02,Universalas,11 899 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",289 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2014-dyzelinas-29927097.html
BMW 520,2017-03,Universalas,11 500 €,Dyzelinas,Automatinė,"2.0 l.,",290 000 km,Alytus,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2017-dyzelinas-29870958.html
